Age,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,Response,Predicted
25,1,0,36436.0,178,0,0
31,0,1,51902.0,73,1,1
48,0,1,27983.0,24,1,1
41,1,0,26626.0,63,0,0
41,0,1,46734.0,100,1,1
50,0,1,41274.0,142,1,1
46,1,0,41858.0,253,0,0
36,0,1,25954.0,196,1,1
45,0,1,26260.0,143,1,1
32,0,1,34830.0,38,1,1
28,1,0,29575.0,102,0,0
39,0,1,27356.0,76,1,1
43,0,1,27190.0,131,1,1
41,0,1,2630.0,68,1,1
23,0,1,2630.0,52,0,0
67,0,1,24071.0,129,0,0
40,0,1,35625.0,65,0,1
53,1,0,29000.0,198,0,0
31,0,1,38401.0,235,1,1
49,0,1,2630.0,161,1,1
23,1,0,39034.0,204,0,0
28,1,0,32568.0,250,0,0
41,0,1,22867.0,109,1,1
71,0,1,75519.0,74,1,1
66,0,1,33432.0,137,1,1
63,0,1,32765.0,93,0,1
25,0,1,24546.0,253,1,1
40,0,1,32643.0,66,1,1
40,0,1,39709.0,138,1,1
24,0,1,29990.0,103,0,1
49,0,1,32257.0,299,1,1
45,0,1,2630.0,10,1,1
24,0,1,35140.0,19,0,0
22,1,0,2630.0,149,0,0
37,0,1,39927.0,159,0,0
66,0,1,35929.0,189,1,1
21,0,1,34478.0,276,0,0
23,1,0,48298.0,275,0,0
46,0,1,38384.0,84,1,1
25,0,1,22124.0,192,1,1
25,1,1,2630.0,24,0,0
49,0,1,37321.0,65,1,1
50,0,1,2630.0,188,1,1
59,0,1,2630.0,47,0,1
52,0,1,58139.0,72,0,1
49,0,1,50661.0,252,1,1
79,0,1,26170.0,121,0,0
54,0,1,43390.0,19,1,1
23,1,0,24121.0,209,0,0
44,0,1,43645.0,189,1,1
47,0,1,21580.0,271,1,1
31,0,1,18304.0,66,1,1
43,0,1,40700.0,115,0,1
53,1,0,2630.0,278,0,0
42,0,1,43335.0,21,0,0
48,0,1,33565.0,261,1,1
23,0,1,2630.0,98,1,1
20,0,1,2630.0,37,1,1
58,0,1,42656.0,191,0,0
51,0,1,43653.0,24,1,1
43,0,1,48741.0,237,1,1
52,0,1,31236.0,30,1,1
39,0,1,23878.0,259,1,1
51,0,1,36093.0,218,1,1
48,0,1,32541.0,121,1,1
24,1,0,2630.0,284,0,0
43,0,1,29270.0,61,1,1
70,1,0,2630.0,105,0,0
29,0,1,37603.0,134,1,1
47,0,1,2630.0,193,1,1
20,0,1,48948.0,298,0,0
53,0,1,44061.0,98,1,1
79,1,1,2630.0,91,0,0
66,1,0,26186.0,248,0,0
32,0,1,37871.0,48,1,1
40,0,1,36945.0,282,1,1
43,0,1,41917.0,150,1,1
45,0,1,52778.0,63,1,1
29,1,0,2630.0,248,0,0
60,0,1,43258.0,44,1,1
47,0,1,18633.0,193,1,1
25,1,0,36062.0,299,0,0
31,0,1,2630.0,31,1,1
43,0,1,29890.0,103,1,1
70,0,1,25908.0,266,1,1
34,0,1,22679.0,279,1,1
34,0,1,56848.0,136,1,1
22,0,1,31450.0,160,1,1
48,0,1,2630.0,198,1,1
49,0,1,27162.0,296,1,1
22,1,0,33400.0,13,0,0
20,0,1,40680.0,115,1,1
59,0,1,40512.0,223,1,1
33,0,0,2630.0,47,0,0
41,0,1,29369.0,189,1,1
24,1,0,26282.0,287,0,0
56,0,1,52526.0,186,1,1
62,1,0,31468.0,135,0,0
21,1,1,32870.0,63,0,0
58,0,1,42833.0,270,1,1
27,0,1,57389.0,158,1,1
25,1,0,39226.0,227,0,0
62,1,0,38233.0,276,0,0
44,1,0,40080.0,89,0,0
51,0,1,30461.0,97,1,1
45,1,1,51342.0,221,0,0
24,0,1,32560.0,216,0,1
43,0,1,37039.0,39,0,1
32,0,1,34197.0,267,1,1
32,0,1,22892.0,250,0,1
26,0,1,2630.0,227,0,1
48,0,1,43023.0,157,1,1
23,0,1,22132.0,151,1,1
43,0,1,2630.0,275,0,1
23,1,0,28197.0,170,0,0
20,1,0,35546.0,82,0,0
43,0,1,37161.0,211,1,1
63,1,0,28925.0,140,0,0
46,0,1,39019.0,47,1,1
22,0,1,2630.0,95,0,1
22,0,1,35671.0,167,0,0
22,1,0,22035.0,166,0,0
42,0,1,2630.0,221,1,1
22,0,1,45791.0,169,0,0
52,0,1,45828.0,211,0,1
57,1,0,2630.0,174,0,0
54,0,1,2630.0,210,1,1
62,0,1,2630.0,160,0,0
71,1,0,40098.0,274,0,0
22,1,0,29554.0,106,0,0
44,0,1,44133.0,209,1,1
51,0,0,2630.0,193,0,0
61,0,1,44829.0,58,0,0
40,0,1,33216.0,129,0,0
34,0,0,2630.0,14,1,1
35,0,1,37697.0,102,1,1
41,0,1,2630.0,142,1,0
37,0,1,2630.0,275,1,1
46,0,1,37636.0,161,1,1
39,1,0,2630.0,124,0,0
20,1,1,26498.0,161,0,0
24,1,0,25305.0,104,0,0
30,1,0,37651.0,125,0,0
23,0,1,28233.0,185,0,0
29,1,0,2630.0,273,0,0
44,0,1,28873.0,79,1,1
47,0,1,31741.0,91,0,0
57,0,1,35700.0,113,0,1
52,1,0,32498.0,282,0,0
43,0,1,32987.0,250,1,1
46,0,1,71018.0,283,0,0
69,0,1,33467.0,184,0,0
79,0,1,53444.0,292,1,1
48,0,1,2630.0,299,1,1
51,1,0,41219.0,171,0,0
43,0,0,44057.0,116,0,0
60,0,1,2630.0,98,0,0
60,0,1,2630.0,71,0,0
28,1,0,41677.0,162,0,0
68,1,0,40927.0,131,0,0
26,0,1,2630.0,279,0,0
43,0,1,44410.0,150,1,1
46,0,1,31240.0,38,0,1
59,0,1,30653.0,234,0,1
26,1,0,25963.0,106,0,0
43,0,1,2630.0,142,1,1
49,0,1,20644.0,90,1,1
35,0,1,25130.0,238,1,1
33,0,1,29609.0,38,1,1
25,0,1,38590.0,289,0,0
28,0,1,2630.0,231,1,1
34,0,1,2630.0,38,1,1
23,0,1,68483.0,38,0,0
61,0,1,2630.0,185,1,1
41,1,0,37906.0,239,0,0
45,0,1,2630.0,36,1,1
38,0,1,41798.0,289,1,1
54,0,1,40947.0,228,1,1
27,1,0,30749.0,295,0,0
48,0,1,59356.0,197,1,1
63,0,1,57192.0,35,1,1
25,1,0,39041.0,253,0,0
60,0,1,27256.0,179,0,0
80,0,1,49532.0,283,0,1
54,0,1,38796.0,136,0,0
23,0,1,2630.0,150,0,0
30,0,1,2630.0,53,1,1
23,0,1,21526.0,95,0,0
46,0,1,33012.0,232,1,1
50,0,1,59561.0,76,1,1
22,1,0,26598.0,201,0,0
45,0,1,2630.0,176,0,0
53,0,0,2630.0,228,1,1
52,0,1,33969.0,28,1,1
33,0,1,27166.0,10,1,1
43,0,1,47349.0,190,1,1
46,0,1,33746.0,236,1,1
22,1,0,2630.0,271,0,0
21,0,1,38071.0,77,0,0
47,0,1,2630.0,190,0,0
23,0,1,31421.0,200,0,0
20,0,1,55087.0,199,1,1
25,1,0,33048.0,102,0,0
42,0,1,39461.0,42,0,0
23,1,0,47190.0,257,0,0
31,0,1,24000.0,80,0,0
49,0,1,36528.0,33,1,1
58,0,1,36537.0,166,0,1
23,1,0,2630.0,209,0,0
47,0,1,39310.0,257,1,1
22,1,0,18673.0,114,0,0
47,0,1,35916.0,49,1,1
38,1,0,32141.0,53,0,0
58,1,0,31695.0,242,0,0
47,0,1,2630.0,79,1,1
23,1,0,27392.0,49,0,0
21,0,1,26987.0,112,0,0
24,0,1,29526.0,163,1,1
26,1,0,37627.0,117,0,0
24,0,1,2630.0,196,0,0
30,0,1,19282.0,107,1,1
60,0,1,26740.0,198,1,1
45,0,1,51688.0,190,1,1
35,0,1,49506.0,44,1,1
58,0,1,32516.0,112,0,0
45,0,1,31139.0,159,1,1
54,0,1,42978.0,17,1,1
36,0,1,37184.0,105,1,1
21,0,0,2630.0,98,0,0
38,0,1,34905.0,159,1,1
39,0,1,2630.0,58,1,1
25,1,0,29179.0,28,0,0
30,0,1,24786.0,209,1,1
35,0,1,28153.0,88,0,1
20,0,1,25124.0,267,0,0
29,1,0,103748.0,69,0,0
41,1,0,32741.0,59,0,0
25,1,0,39713.0,216,0,0
29,0,1,18556.0,117,0,0
37,0,1,31913.0,89,1,1
25,1,0,28585.0,195,0,0
43,0,1,26343.0,235,1,1
62,0,1,41582.0,86,1,1
47,1,0,34290.0,294,0,0
56,1,0,26489.0,249,0,0
24,0,1,28965.0,103,1,1
35,0,1,2630.0,60,1,1
24,1,0,34085.0,49,0,0
42,1,0,30621.0,13,0,0
26,0,1,74268.0,263,1,1
54,0,1,2630.0,239,1,1
69,0,1,2630.0,49,1,1
45,0,1,43980.0,19,1,1
59,0,1,59913.0,109,1,1
24,0,0,43564.0,88,0,0
43,0,1,2630.0,269,0,1
31,1,0,28928.0,133,0,0
27,1,0,2630.0,150,0,0
48,0,1,40121.0,265,0,1
49,0,1,59436.0,39,1,1
30,0,1,34602.0,232,1,1
21,0,1,2630.0,182,0,0
41,0,1,39404.0,212,1,1
23,1,0,38496.0,293,0,0
47,0,1,2630.0,119,0,1
52,0,1,2630.0,161,0,1
47,0,1,28023.0,221,0,1
48,0,1,24057.0,256,1,1
29,0,1,32087.0,24,1,1
46,0,1,40665.0,41,1,1
24,0,1,32107.0,147,1,1
23,1,0,42938.0,12,0,0
24,1,0,14568.0,73,0,0
61,0,1,2630.0,61,0,1
63,0,1,48240.0,181,1,1
66,0,1,2630.0,62,0,1
78,0,1,50492.0,61,1,1
50,0,1,50900.0,198,0,0
24,1,0,33546.0,102,0,0
35,0,1,2630.0,261,0,0
43,0,1,33635.0,32,1,1
21,0,1,29996.0,63,0,0
24,0,1,37520.0,36,1,1
45,0,1,59801.0,134,1,1
35,0,1,37728.0,251,1,1
75,0,1,2630.0,290,0,1
42,1,0,2630.0,34,0,0
50,0,1,27430.0,162,1,1
60,0,1,2630.0,160,1,1
52,1,0,30942.0,94,0,0
42,0,1,35647.0,234,0,0
36,0,1,2630.0,14,1,1
28,1,0,24068.0,203,0,0
21,1,0,33213.0,242,0,0
43,0,1,24307.0,182,1,1
75,0,1,43135.0,41,1,1
43,0,1,27234.0,227,1,1
42,0,1,25306.0,13,1,1
30,0,1,45365.0,163,1,1
29,0,1,36113.0,284,1,1
34,0,1,2630.0,72,0,1
45,0,1,36308.0,174,1,1
57,0,1,71979.0,46,1,1
42,0,1,32070.0,202,1,1
24,1,0,26756.0,140,0,0
69,0,1,2630.0,219,1,1
58,0,1,25297.0,74,1,1
28,1,0,30949.0,123,0,0
55,0,1,33028.0,85,0,1
32,0,1,73044.0,253,1,1
41,0,1,41016.0,179,1,1
46,0,1,52002.0,248,1,1
41,0,1,42518.0,240,0,0
43,0,1,36477.0,11,1,1
28,0,1,25570.0,232,1,1
47,1,0,46933.0,172,0,0
21,1,0,27498.0,128,0,0
23,0,1,2630.0,164,1,1
22,1,0,34910.0,174,0,0
70,0,1,35347.0,177,0,1
24,0,1,45209.0,133,1,1
49,0,0,39098.0,175,0,0
25,0,1,2630.0,122,1,1
56,0,1,2630.0,181,1,1
23,0,1,25224.0,283,1,1
25,0,1,30045.0,30,1,1
53,0,1,37534.0,166,1,1
47,0,1,37142.0,38,1,1
38,0,1,53995.0,100,1,1
42,0,1,31227.0,240,1,1
25,0,1,32161.0,293,0,0
74,1,0,32444.0,34,0,0
47,0,0,39843.0,175,0,0
29,0,1,38778.0,115,1,1
59,0,1,32209.0,153,1,1
45,0,1,37005.0,292,0,0
27,1,0,38590.0,107,0,0
80,1,0,2630.0,214,0,0
39,0,1,40747.0,126,1,1
39,0,1,32254.0,34,1,1
59,0,1,51965.0,103,1,1
69,0,1,42340.0,40,0,0
76,1,0,42254.0,262,0,0
30,1,0,28625.0,247,0,0
28,0,1,26685.0,283,1,1
45,0,1,60647.0,218,1,1
69,0,1,58720.0,22,1,1
48,1,0,23354.0,274,0,0
65,0,1,49282.0,250,1,1
42,0,1,30515.0,206,1,1
39,1,0,30897.0,28,0,0
22,0,0,59481.0,135,0,0
52,0,1,62178.0,257,1,1
23,0,1,27516.0,41,0,0
47,0,1,46490.0,127,1,1
44,0,1,34198.0,59,1,1
27,1,0,2630.0,173,0,0
40,0,1,34320.0,150,1,1
24,1,0,102049.0,201,0,0
25,1,0,44749.0,278,0,0
41,1,0,52430.0,253,0,0
58,0,1,2630.0,257,1,1
38,0,1,39426.0,269,1,1
28,0,1,54964.0,12,1,1
35,1,0,27804.0,185,0,0
50,0,1,49659.0,29,1,1
65,0,1,37806.0,207,0,0
40,0,1,32526.0,131,0,1
27,1,0,35966.0,111,0,0
27,1,0,2630.0,211,0,0
47,0,1,35342.0,230,1,1
56,1,0,28894.0,263,0,0
77,0,1,39661.0,222,0,0
28,1,0,37959.0,223,0,0
26,1,0,22344.0,90,0,0
46,0,1,62587.0,237,1,1
47,0,1,38950.0,217,1,1
39,0,1,28318.0,107,1,1
54,0,1,21966.0,261,1,1
49,0,1,2630.0,169,1,1
62,0,1,2630.0,156,1,1
67,0,1,25741.0,154,0,0
48,0,1,2630.0,21,1,1
22,0,0,41971.0,246,1,1
51,0,1,26088.0,140,0,0
42,0,1,47589.0,295,1,1
46,0,1,38884.0,257,0,1
56,0,1,36128.0,111,0,1
60,0,1,30100.0,151,1,1
43,0,1,46738.0,148,1,1
37,1,0,32721.0,219,0,0
28,1,0,2630.0,264,0,0
21,0,1,26699.0,199,0,0
34,1,0,24595.0,251,0,0
41,0,1,32472.0,99,1,1
55,0,1,31754.0,69,1,1
48,0,1,39154.0,162,0,1
26,0,1,2630.0,150,0,1
24,1,0,36846.0,199,0,0
67,0,1,28479.0,50,1,1
27,1,0,28947.0,116,0,0
24,0,1,30105.0,225,0,0
68,0,1,39116.0,255,1,1
23,1,0,29308.0,200,0,0
57,0,1,49228.0,52,1,1
27,1,0,15620.0,89,0,0
62,0,1,26768.0,36,1,1
24,1,0,38917.0,265,0,0
45,0,1,49110.0,277,1,1
24,0,1,43814.0,115,1,1
51,0,1,25419.0,107,0,0
39,0,1,28673.0,157,1,1
45,1,0,31616.0,201,0,0
26,1,0,32559.0,231,0,0
69,0,1,31120.0,197,0,1
48,0,1,32474.0,108,1,1
41,1,0,29263.0,107,0,0
25,1,0,67013.0,236,0,0
53,1,1,34546.0,42,0,0
22,0,1,48237.0,58,0,1
45,0,1,43325.0,239,0,1
34,0,1,29381.0,167,1,1
25,1,0,41379.0,182,0,0
44,0,1,41649.0,84,1,1
66,0,1,33391.0,123,1,1
20,0,0,37460.0,238,0,0
21,0,1,29740.0,219,0,0
67,0,1,31480.0,122,1,1
34,0,1,27331.0,117,1,1
41,0,1,35968.0,262,1,1
22,0,1,34300.0,29,1,1
69,0,1,49769.0,94,0,0
44,0,1,2630.0,279,1,1
53,1,0,26401.0,164,0,0
51,0,1,36290.0,198,0,0
78,0,1,44012.0,10,0,0
29,0,1,2630.0,163,1,1
69,0,1,45964.0,241,1,1
42,0,1,36200.0,153,1,1
49,0,1,38017.0,27,1,1
49,0,1,48114.0,40,1,1
60,0,0,39233.0,72,0,0
50,0,1,40362.0,147,0,1
23,1,0,29797.0,127,0,0
59,1,0,54636.0,291,0,0
27,1,0,25448.0,292,0,0
30,1,0,28431.0,209,0,0
43,0,1,37717.0,129,0,0
26,0,1,2630.0,101,0,0
37,1,0,44859.0,256,0,0
50,0,1,2630.0,244,1,1
29,0,1,25632.0,50,1,1
47,0,1,2630.0,155,1,1
46,0,1,31217.0,272,1,1
22,1,0,32690.0,96,0,0
21,0,1,2630.0,253,0,1
56,0,1,41481.0,115,1,1
34,1,0,43579.0,246,0,0
26,0,1,38792.0,277,1,1
39,0,1,42291.0,263,1,1
22,0,1,31632.0,269,1,1
28,1,0,28573.0,208,0,0
72,0,1,39134.0,34,1,1
46,0,1,30664.0,82,0,0
43,0,1,2630.0,103,1,1
23,1,0,23913.0,40,0,0
23,1,0,34109.0,40,0,0
57,0,1,28982.0,57,1,1
31,0,1,2630.0,295,1,1
52,0,1,47769.0,219,1,1
44,1,0,29797.0,123,0,0
60,1,0,2630.0,296,0,0
25,0,1,34658.0,67,0,0
23,0,0,33397.0,239,0,0
52,0,1,30122.0,27,1,1
28,1,0,27091.0,286,0,0
29,0,1,2630.0,244,0,0
35,0,1,29420.0,166,1,1
30,1,0,22833.0,62,0,0
30,0,1,35963.0,258,1,1
45,0,1,2630.0,215,1,1
31,1,0,35096.0,58,0,0
43,0,1,57393.0,187,1,1
43,1,0,2630.0,224,0,0
51,0,1,2630.0,96,1,1
34,0,1,43119.0,102,0,1
20,0,1,20836.0,44,0,1
65,0,1,54057.0,277,0,1
46,0,1,28173.0,160,0,1
31,0,0,27269.0,174,0,0
52,0,1,46545.0,241,1,1
44,0,1,91713.0,184,1,1
45,0,1,40236.0,163,0,0
26,0,1,38904.0,166,1,1
48,0,1,35414.0,273,1,1
23,1,0,34246.0,169,0,0
22,0,0,37376.0,268,0,0
28,1,0,71397.0,103,0,0
28,1,0,39221.0,251,0,0
45,0,1,31737.0,73,1,1
70,0,1,2630.0,88,0,0
33,0,1,25032.0,69,1,1
40,1,0,44621.0,268,0,0
52,0,1,25672.0,296,0,0
34,0,1,29164.0,287,1,1
22,0,1,2630.0,56,0,0
41,0,1,37857.0,24,1,1
30,0,1,31430.0,139,1,1
24,0,1,35122.0,10,1,1
41,1,0,44288.0,156,0,0
42,0,1,39952.0,233,1,1
40,0,1,37361.0,221,0,0
37,0,1,2630.0,81,0,0
41,1,0,42391.0,150,0,0
72,0,1,44803.0,233,0,1
43,0,1,38515.0,262,1,1
32,0,1,49482.0,184,1,1
42,0,0,27187.0,115,0,0
49,0,1,30436.0,141,1,1
40,0,1,25588.0,96,1,1
59,0,1,34338.0,99,0,0
22,0,1,20079.0,285,0,0
34,0,1,23268.0,182,1,1
80,0,1,33418.0,107,0,0
56,0,1,43209.0,48,0,0
32,0,1,18239.0,46,1,1
63,0,1,32516.0,97,1,1
49,0,1,35569.0,235,1,1
50,0,1,22625.0,239,1,1
46,0,1,48514.0,238,1,1
41,0,1,37578.0,197,1,1
42,0,1,44423.0,55,1,1
60,1,0,2630.0,166,0,0
32,0,1,34526.0,71,1,1
35,0,1,22289.0,165,1,1
36,0,1,31394.0,66,1,1
72,0,1,2630.0,52,1,1
57,1,0,39451.0,206,0,0
35,0,1,45181.0,153,1,1
23,0,1,73249.0,84,0,0
72,0,1,2630.0,212,1,1
37,0,1,24651.0,244,1,1
44,0,1,32489.0,279,1,1
41,0,1,34787.0,64,1,1
26,1,0,28121.0,194,0,0
71,0,1,25125.0,142,1,1
45,0,1,36057.0,107,1,1
45,0,1,2630.0,254,0,0
27,1,0,48735.0,132,0,0
70,0,0,68339.0,155,0,0
36,1,0,33747.0,255,0,0
24,1,1,34399.0,90,0,0
49,0,1,35413.0,33,1,1
62,0,1,45745.0,122,1,1
50,0,1,26041.0,57,0,1
21,0,1,35015.0,145,1,1
43,0,1,31527.0,220,0,1
77,1,0,29207.0,236,0,0
43,0,1,22973.0,205,1,1
21,0,1,36953.0,291,0,0
46,0,1,25312.0,165,1,1
56,0,1,24471.0,56,0,0
34,0,1,2630.0,107,0,0
40,0,1,35629.0,199,1,1
42,0,1,32039.0,114,1,1
48,0,1,42123.0,215,1,1
25,1,0,45752.0,67,0,0
46,0,0,2630.0,17,1,1
41,0,1,52260.0,117,0,0
43,0,1,29263.0,265,1,1
52,0,1,42303.0,284,0,1
48,0,1,53683.0,172,0,1
55,1,0,46619.0,233,0,0
60,0,1,37681.0,238,1,1
34,0,1,29832.0,59,1,1
40,0,1,31046.0,66,1,1
30,0,1,26552.0,68,0,0
38,0,1,29613.0,226,1,1
35,0,1,2630.0,244,1,1
37,0,1,45119.0,198,1,1
25,0,0,2630.0,258,0,0
23,1,0,23062.0,104,0,0
24,0,1,40041.0,68,0,0
30,0,1,32146.0,76,0,1
35,0,1,2630.0,68,1,1
33,0,1,34477.0,121,1,1
28,0,1,2630.0,202,0,0
23,1,0,29665.0,262,0,0
24,1,1,2630.0,271,0,0
59,0,1,76708.0,30,0,0
25,1,0,33361.0,24,0,0
68,0,1,18708.0,179,1,1
25,1,0,20548.0,23,0,0
23,1,0,27104.0,284,0,0
26,1,0,28931.0,118,0,0
48,1,0,2630.0,64,0,0
44,0,1,43063.0,72,1,1
47,0,1,30022.0,281,1,1
25,1,0,30213.0,94,0,0
51,1,0,52822.0,124,0,0
70,0,0,2630.0,199,0,0
26,1,0,32243.0,26,0,0
65,1,0,36650.0,90,0,0
25,1,0,22122.0,259,0,0
23,0,0,36835.0,154,0,0
24,0,1,55805.0,80,1,1
48,0,1,2630.0,298,1,1
43,0,1,2630.0,38,1,1
47,0,1,2630.0,14,1,1
64,0,1,40249.0,213,1,1
44,1,0,42291.0,293,0,0
56,0,1,2630.0,272,1,1
36,0,1,25740.0,81,1,1
30,0,1,2630.0,44,1,1
36,0,1,27093.0,57,1,1
37,0,1,30026.0,121,1,1
23,0,1,36528.0,251,1,1
74,0,1,2630.0,181,0,0
37,0,1,28182.0,275,0,1
74,0,1,50184.0,97,0,0
38,0,1,35519.0,212,1,1
63,0,0,2630.0,102,0,0
25,0,1,40431.0,289,1,1
25,0,1,40342.0,299,0,1
44,0,1,2630.0,72,0,0
21,0,0,44311.0,173,0,0
44,0,1,37194.0,81,0,1
40,0,1,2630.0,274,1,1
37,0,1,2630.0,240,0,0
66,0,1,2630.0,134,1,1
30,0,1,30613.0,41,1,1
23,1,0,2630.0,298,0,0
26,1,0,31116.0,207,0,0
39,0,1,30062.0,12,1,1
37,0,1,29475.0,155,1,1
27,1,0,2630.0,82,0,0
35,0,1,41790.0,94,1,1
48,0,1,38360.0,141,1,1
30,0,1,2630.0,156,1,1
23,0,1,48883.0,274,0,0
22,0,1,35577.0,139,1,1
26,1,0,20988.0,173,0,0
26,0,1,29717.0,120,0,0
28,0,1,2630.0,169,1,1
77,1,0,32699.0,98,0,0
49,0,0,99445.0,223,0,0
42,0,1,16896.0,83,0,0
41,0,1,41463.0,13,1,1
38,0,1,35833.0,203,1,1
46,0,1,41729.0,124,1,1
42,1,0,30467.0,144,0,0
59,0,1,43624.0,138,1,1
47,0,1,34340.0,118,0,1
21,1,0,23875.0,82,0,0
48,0,0,2630.0,253,0,0
67,0,1,44327.0,235,1,1
20,0,0,18946.0,183,0,0
35,0,1,28691.0,126,1,1
43,0,1,36692.0,178,1,1
49,0,1,38734.0,159,1,1
21,0,1,36277.0,260,0,0
29,0,1,2630.0,97,1,1
23,1,0,27369.0,63,0,0
39,1,0,29262.0,233,0,0
29,1,0,31247.0,251,0,0
27,1,0,38145.0,16,0,0
53,0,1,24751.0,95,0,1
52,0,1,44079.0,176,1,1
51,0,1,32840.0,110,1,1
45,0,1,70926.0,107,1,1
28,0,0,2630.0,33,1,1
21,1,0,59508.0,299,0,0
53,0,1,2630.0,254,1,1
25,1,0,25276.0,56,0,0
24,1,0,32290.0,174,0,0
41,0,1,40928.0,240,1,1
43,0,1,28945.0,66,0,0
22,1,0,2630.0,189,0,0
24,1,0,27970.0,161,0,0
27,0,1,59772.0,279,1,1
39,0,1,2630.0,228,1,1
51,0,1,45981.0,268,1,1
71,0,1,2630.0,113,1,1
44,0,1,92716.0,69,1,1
38,0,1,39261.0,285,1,1
42,0,1,53850.0,134,1,1
37,0,1,36138.0,139,1,1
32,0,1,33011.0,275,1,1
41,0,1,33115.0,284,1,1
23,1,0,37438.0,61,0,0
44,0,1,37505.0,217,1,1
45,0,1,33915.0,59,1,1
22,1,0,29675.0,42,0,0
32,0,1,39503.0,20,1,1
22,0,1,51582.0,271,1,1
42,1,0,2630.0,66,0,0
45,0,1,33740.0,253,1,1
58,0,1,48309.0,205,1,1
27,0,1,2630.0,94,0,1
21,0,1,33367.0,235,0,0
28,0,1,37983.0,25,1,1
71,1,0,2630.0,122,0,0
41,0,1,38928.0,144,1,1
34,0,1,32570.0,187,1,1
33,0,1,36380.0,165,1,1
26,1,0,30441.0,123,0,0
23,1,0,32166.0,22,0,0
49,0,0,36774.0,203,0,0
22,1,0,97615.0,289,0,0
53,0,1,40793.0,106,1,1
45,0,0,22483.0,179,0,0
56,1,0,48881.0,98,0,0
47,0,1,51439.0,143,1,1
37,0,1,33721.0,199,0,0
34,0,1,39249.0,57,1,1
53,0,1,20844.0,220,1,1
59,0,1,22242.0,11,0,1
54,0,1,32319.0,120,0,0
24,1,0,30289.0,75,0,0
42,0,1,35296.0,66,1,1
50,0,1,38138.0,59,1,1
63,1,0,35689.0,187,0,0
55,0,1,32743.0,77,1,1
35,0,1,45546.0,136,1,1
41,0,1,36375.0,96,1,1
54,1,0,34574.0,75,0,0
29,0,1,21765.0,141,1,1
24,1,0,40200.0,64,0,0
40,0,1,34032.0,214,1,1
23,0,1,33359.0,160,1,1
47,0,1,46823.0,204,0,0
51,0,1,22067.0,230,0,1
46,1,0,29525.0,186,0,0
66,0,1,38288.0,236,1,1
40,0,1,28039.0,262,0,1
25,1,0,20923.0,121,0,0
23,0,1,2630.0,142,0,0
47,0,1,23244.0,260,1,1
33,1,0,18500.0,269,0,0
51,0,1,31514.0,177,1,1
38,0,1,34012.0,154,0,1
38,0,1,25230.0,126,1,1
41,0,1,31925.0,125,0,1
48,0,1,25118.0,148,1,1
41,0,1,31838.0,170,1,1
38,0,1,45504.0,140,1,1
30,0,1,23121.0,38,1,1
30,0,1,28946.0,169,1,1
47,0,1,42067.0,185,1,1
22,0,1,27931.0,296,0,0
59,0,1,2630.0,163,1,1
22,1,0,26011.0,80,0,0
47,0,1,2630.0,201,1,1
22,1,0,31758.0,98,0,0
26,1,0,25929.0,88,0,0
67,0,1,2630.0,204,1,1
21,1,0,2630.0,146,0,0
44,0,1,2630.0,245,0,1
21,0,0,30875.0,13,0,0
24,1,0,26051.0,158,0,0
22,1,0,24507.0,108,0,0
53,0,1,45732.0,39,1,1
44,0,1,2630.0,266,0,0
26,0,1,42955.0,110,1,1
36,0,1,36814.0,213,1,1
31,0,1,2630.0,182,1,1
59,0,1,50044.0,72,0,0
35,0,1,22999.0,261,1,1
59,0,1,40480.0,212,1,1
40,0,1,22191.0,285,1,1
46,0,1,57699.0,288,1,1
37,0,1,38589.0,181,1,1
22,0,1,51334.0,153,0,0
42,0,1,37491.0,277,1,1
41,0,1,35576.0,37,1,1
39,0,1,26349.0,60,1,1
24,1,0,22895.0,283,0,0
48,0,1,48361.0,147,1,1
36,1,0,26038.0,97,0,0
41,0,1,36629.0,63,1,1
56,0,1,67551.0,160,1,1
24,0,0,32441.0,206,0,0
41,1,0,29781.0,53,0,0
41,0,1,34604.0,214,0,1
53,0,1,2630.0,198,1,1
45,0,1,36846.0,55,0,1
45,0,1,39201.0,169,1,1
23,0,0,65718.0,166,0,0
55,0,1,36356.0,13,1,1
36,0,1,41307.0,64,1,1
31,1,0,26053.0,184,0,0
38,0,1,2630.0,79,1,1
21,1,0,39731.0,145,0,0
31,1,0,105842.0,24,0,0
40,0,1,37228.0,31,1,1
42,0,1,44186.0,17,1,1
37,1,0,29557.0,177,1,1
41,0,1,2630.0,46,1,1
49,0,1,2630.0,42,0,0
63,0,1,77544.0,149,1,1
23,0,1,2630.0,139,1,1
23,1,0,32668.0,95,0,0
23,1,0,33685.0,125,0,0
43,0,1,28691.0,226,1,1
46,0,1,30094.0,275,1,1
31,1,0,26317.0,181,0,0
35,0,1,30524.0,31,0,1
59,0,1,37491.0,182,1,1
62,0,1,28051.0,196,1,1
29,0,1,22920.0,212,1,1
40,0,1,66814.0,135,1,1
78,0,1,30816.0,106,0,0
54,0,1,52207.0,218,1,1
50,0,1,32091.0,21,1,1
65,1,0,57192.0,217,0,0
30,1,0,24229.0,272,0,0
40,0,1,23591.0,161,1,1
44,0,1,44020.0,229,1,1
55,0,1,33654.0,82,1,1
44,0,1,40813.0,252,0,1
46,0,1,37896.0,79,1,1
